epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.8000428080558777,0.4577491879463196,0.6666666865348816,19279.892578125
1,0.8901734352111816,0.2797490060329437,0.6666666865348816,172.6083526611328
2,0.9036608934402466,0.24361549317836761,0.6651673913002014,15.426689147949219
3,0.9109398126602173,0.2280656099319458,0.7706146836280823,2.121824026107788
4,0.9139370322227478,0.21986961364746094,0.9080459475517273,0.4289872348308563
5,0.9156497716903687,0.2277163863182068,0.9030484557151794,0.3811934292316437
6,0.9218582510948181,0.21012207865715027,0.9260369539260864,0.26307591795921326
7,0.915007472038269,0.21857503056526184,0.9225387573242188,0.21753470599651337
8,0.9203596711158752,0.21207910776138306,0.9145427346229553,0.24511750042438507
9,0.924427330493927,0.1945708990097046,0.9165417551994324,0.2665109932422638
10,0.919289231300354,0.20429155230522156,0.9210394620895386,0.21396444737911224
11,0.9169342517852783,0.2117300033569336,0.9295352101325989,0.19853034615516663
12,0.9242132306098938,0.19841289520263672,0.9285357594490051,0.19180622696876526
13,0.9312781095504761,0.18356598913669586,0.9305347204208374,0.19545741379261017
14,0.9261400103569031,0.1909933239221573,0.9325337409973145,0.1818161904811859
15,0.9267822504043579,0.18920600414276123,0.9260369539260864,0.23875446617603302
16,0.9312781095504761,0.18184679746627808,0.9250375032424927,0.2034492939710617
17,0.9278526902198792,0.18646162748336792,0.9380309581756592,0.18581371009349823
18,0.9269963502883911,0.1823424994945526,0.9205397367477417,0.21596084535121918
19,0.9314922094345093,0.1766388863325119,0.927036464214325,0.20213699340820312
20,0.9287090301513672,0.18324191868305206,0.9200399518013,0.2183540016412735
21,0.9306358098983765,0.18185140192508698,0.9180409908294678,0.23985841870307922
22,0.9306358098983765,0.1762423813343048,0.929035484790802,0.19712990522384644
23,0.9325626492500305,0.17781884968280792,0.927036464214325,0.19016218185424805
24,0.9246414303779602,0.1898517608642578,0.9300349950790405,0.19522960484027863
25,0.9246414303779602,0.1871483474969864,0.9195402264595032,0.19713477790355682
26,0.9265682101249695,0.17778100073337555,0.9380309581756592,0.18859300017356873
27,0.932776689529419,0.17528623342514038,0.9325337409973145,0.18848909437656403
28,0.9323485493659973,0.1714114397764206,0.9240379929542542,0.20041523873806
29,0.9368443489074707,0.163729727268219,0.9295352101325989,0.19957156479358673
30,0.9351316690444946,0.17416973412036896,0.9355322122573853,0.17515884339809418
31,0.9317062497138977,0.1764480322599411,0.9285357594490051,0.19311822950839996
32,0.9265682101249695,0.17760665714740753,0.9155422449111938,0.2533268630504608
33,0.9323485493659973,0.1797764152288437,0.927036464214325,0.19345888495445251
34,0.9351316690444946,0.16389420628547668,0.9265367388725281,0.18599332869052887
35,0.9310640096664429,0.16792677342891693,0.924537718296051,0.18999157845973969
36,0.9351316690444946,0.16419358551502228,0.9340329766273499,0.19345679879188538
37,0.9340612292289734,0.16437260806560516,0.9340329766273499,0.18687987327575684
38,0.9321344494819641,0.17137275636196136,0.9325337409973145,0.17976778745651245
39,0.9325626492500305,0.17183300852775574,0.9295352101325989,0.1872233748435974
40,0.9347034692764282,0.16728082299232483,0.929035484790802,0.19656194746494293
41,0.9372725486755371,0.1564696878194809,0.9215392470359802,0.20660530030727386
42,0.9353457689285278,0.17353323101997375,0.9210394620895386,0.2248319834470749
43,0.9383429884910583,0.15964779257774353,0.9140429496765137,0.21141868829727173
44,0.9377006888389587,0.16678747534751892,0.8935531973838806,0.2978425621986389
45,0.9332048892974854,0.1707805097103119,0.931034505367279,0.1981891244649887
46,0.9364162087440491,0.1646929383277893,0.9240379929542542,0.20576077699661255
47,0.9415542483329773,0.15039107203483582,0.9260369539260864,0.19970645010471344
48,0.9366302490234375,0.1538304090499878,0.8920539617538452,0.303571879863739
49,0.9381288886070251,0.15836375951766968,0.924537718296051,0.22553220391273499
50,0.9377006888389587,0.15796956419944763,0.9305347204208374,0.19529901444911957
51,0.9383429884910583,0.16054794192314148,0.9390304684638977,0.1772451549768448
52,0.9389852285385132,0.15809497237205505,0.9325337409973145,0.18867699801921844
53,0.932776689529419,0.17106185853481293,0.9255372285842896,0.18049578368663788
54,0.9355598092079163,0.16522744297981262,0.933533251285553,0.18828587234020233
55,0.9391993284225464,0.16152215003967285,0.931034505367279,0.20935755968093872
56,0.9394134283065796,0.1590624898672104,0.9400299787521362,0.19173483550548553
57,0.9374866485595703,0.1562298685312271,0.9235382080078125,0.2230663001537323
58,0.9398415684700012,0.14880631864070892,0.9030484557151794,0.3660546839237213
59,0.9400556683540344,0.15428291261196136,0.9205397367477417,0.20828063786029816
60,0.9415542483329773,0.15531393885612488,0.9370315074920654,0.1801333874464035
61,0.9415542483329773,0.14601069688796997,0.9395302534103394,0.18707133829593658
62,0.939627468585968,0.15248635411262512,0.9355322122573853,0.181739941239357
63,0.9411261081695557,0.15422293543815613,0.9260369539260864,0.199345201253891
64,0.9421965479850769,0.15281414985656738,0.9220389723777771,0.2255544811487198
65,0.9381288886070251,0.1564110815525055,0.9380309581756592,0.1760323941707611
66,0.9421965479850769,0.14742092788219452,0.9285357594490051,0.1936996728181839
