epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.5450000166893005,6.644538402557373,0.5625,7.514784812927246
1,0.6499999761581421,6.054694652557373,0.734375,4.789763927459717
2,0.6449999809265137,5.847586631774902,0.703125,3.5060462951660156
3,0.6100000143051147,4.04139518737793,0.7421875,1.8380755186080933
4,0.6650000214576721,4.20681619644165,0.8046875,1.5732682943344116
5,0.6700000166893005,3.2908077239990234,0.78125,1.208724856376648
6,0.6949999928474426,2.568336248397827,0.84375,0.8378559350967407
7,0.7200000286102295,2.320935010910034,0.8359375,1.517249584197998
8,0.7649999856948853,1.7110166549682617,0.8125,0.8757071495056152
9,0.7200000286102295,2.7008349895477295,0.859375,0.9152476191520691
10,0.7300000190734863,1.6984655857086182,0.734375,1.4008781909942627
11,0.6949999928474426,2.2307615280151367,0.765625,1.2840710878372192
12,0.7699999809265137,1.5080757141113281,0.8359375,1.0042543411254883
13,0.7799999713897705,1.8253207206726074,0.84375,0.9768869280815125
14,0.7599999904632568,2.1780126094818115,0.8046875,0.7534482479095459
15,0.7749999761581421,1.1744269132614136,0.71875,1.3295366764068604
16,0.699999988079071,1.8945746421813965,0.8046875,0.8437526226043701
17,0.7049999833106995,2.1503331661224365,0.828125,1.3200623989105225
18,0.7400000095367432,1.6185764074325562,0.7734375,1.1166070699691772
19,0.7649999856948853,1.5191090106964111,0.7890625,0.8984525203704834
20,0.7250000238418579,1.2107634544372559,0.7578125,0.8078382015228271
21,0.7149999737739563,1.521384596824646,0.7734375,0.7820430397987366
22,0.7300000190734863,1.4732208251953125,0.8125,0.798025369644165
23,0.7368420958518982,1.2464324235916138,0.8515625,0.6246657371520996
24,0.8349999785423279,1.0083526372909546,0.84375,0.812352180480957
25,0.7200000286102295,1.360101580619812,0.7734375,0.9960429072380066
26,0.7749999761581421,0.8367124795913696,0.796875,0.7170317769050598
27,0.7699999809265137,0.8855688571929932,0.78125,0.9830415844917297
28,0.7450000047683716,1.3996548652648926,0.84375,0.5394866466522217
29,0.7599999904632568,1.0686957836151123,0.7734375,0.8879081606864929
30,0.7749999761581421,1.2190686464309692,0.828125,1.0077574253082275
31,0.7549999952316284,0.9731124639511108,0.796875,0.7312222719192505
32,0.7599999904632568,0.8709680438041687,0.8125,0.776534378528595
33,0.6949999928474426,1.2253531217575073,0.6875,0.8132597208023071
34,0.699999988079071,1.3356866836547852,0.8203125,0.7382951378822327
35,0.7300000190734863,1.6662876605987549,0.78125,0.7530772686004639
36,0.7149999737739563,1.1029380559921265,0.734375,0.7595537304878235
37,0.6449999809265137,1.648695945739746,0.6328125,0.9749362468719482
38,0.6399999856948853,1.4986801147460938,0.7578125,0.8731374144554138
39,0.7649999856948853,1.0194098949432373,0.8359375,0.7313902378082275
40,0.7049999833106995,1.2159204483032227,0.765625,0.9062843322753906
41,0.7250000238418579,1.2863506078720093,0.734375,0.9896708130836487
42,0.6499999761581421,1.6098692417144775,0.7421875,0.8959490060806274
43,0.7200000286102295,1.253851294517517,0.703125,1.4805314540863037
44,0.7450000047683716,1.423291802406311,0.7890625,0.9279201626777649
45,0.7400000095367432,1.2482715845108032,0.828125,0.8438042402267456
46,0.6491228342056274,1.6071263551712036,0.828125,0.5464268326759338
47,0.7250000238418579,1.2305220365524292,0.796875,0.9107286334037781
48,0.7450000047683716,1.3961801528930664,0.8046875,0.8156024813652039
49,0.7049999833106995,1.2017641067504883,0.7890625,0.6965904831886292
50,0.6449999809265137,1.6595402956008911,0.8359375,0.6183004379272461
51,0.7350000143051147,1.568017840385437,0.8125,1.1336034536361694
52,0.75,1.4142498970031738,0.7265625,0.7803916931152344
53,0.6949999928474426,1.2839839458465576,0.7265625,1.0031417608261108
54,0.6949999928474426,1.1900111436843872,0.71875,1.375964879989624
55,0.7350000143051147,1.6076855659484863,0.71875,0.8442859649658203
